last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Machado, Manny,592518,2022,644,447,0.298,0.264,0.0339999999999999,0.531,0.447,0.084,0.382,0.338,0.0439999999999999
Verdugo, Alex,657077,2022,644,513,0.28,0.278,0.002,0.405,0.428,-0.0229999999999999,0.319,0.329,-0.01
Happ, Ian,664023,2022,641,428,0.271,0.239,0.032,0.44,0.379,0.061,0.339,0.306,0.033
Betts, Mookie,605141,2022,639,472,0.269,0.254,0.015,0.533,0.465,0.068,0.373,0.344,0.029
Kwan, Steven,680757,2022,638,509,0.298,0.268,0.0299999999999999,0.4,0.341,0.059,0.341,0.312,0.029
Cron, C.J.,543068,2022,632,416,0.257,0.243,0.014,0.468,0.435,0.033,0.335,0.32,0.015
Witt Jr., Bobby,677951,2022,632,461,0.254,0.252,0.002,0.428,0.427,0.001,0.311,0.313,-0.002
Bogaerts, Xander,593428,2022,631,446,0.307,0.259,0.0479999999999999,0.456,0.383,0.073,0.363,0.323,0.0399999999999999
Bohm, Alec,664761,2022,631,486,0.28,0.29,-0.0099999999999999,0.398,0.436,-0.0379999999999999,0.31,0.333,-0.023
Edman, Tommy,669242,2022,630,468,0.265,0.258,0.007,0.4,0.38,0.02,0.318,0.308,0.01
Suárez, Eugenio,553993,2022,629,352,0.236,0.22,0.0159999999999999,0.459,0.454,0.005,0.344,0.339,0.0049999999999999
Pham, Tommy,502054,2022,622,392,0.236,0.238,-0.002,0.374,0.383,-0.009,0.304,0.311,-0.007
Chapman, Matt,656305,2022,621,373,0.229,0.234,-0.005,0.433,0.44,-0.007,0.331,0.341,-0.01
Arenado, Nolan,571448,2022,620,489,0.293,0.266,0.0269999999999999,0.533,0.445,0.088,0.381,0.339,0.0419999999999999
Adames, Willy,642715,2022,617,401,0.238,0.238,0.0,0.458,0.451,0.007,0.325,0.323,0.002
Hernández, César,514917,2022,617,451,0.248,0.248,0.0,0.318,0.329,-0.011,0.283,0.29,-0.007
Devers, Rafael,646240,2022,614,444,0.295,0.282,0.013,0.521,0.497,0.024,0.373,0.361,0.012
Reynolds, Bryan,668804,2022,614,403,0.262,0.249,0.013,0.461,0.416,0.045,0.349,0.329,0.0199999999999999
France, Ty,664034,2022,613,462,0.274,0.262,0.012,0.436,0.397,0.0389999999999999,0.337,0.321,0.016
Murphy, Sean,669221,2022,612,418,0.25,0.255,-0.005,0.426,0.439,-0.013,0.331,0.344,-0.0129999999999999
Tucker, Kyle,663656,2022,609,451,0.257,0.262,-0.005,0.478,0.482,-0.004,0.348,0.353,-0.005
Mountcastle, Ryan,663624,2022,609,408,0.25,0.277,-0.027,0.423,0.509,-0.086,0.316,0.362,-0.0459999999999999
Altuve, Jose,514888,2022,604,441,0.3,0.269,0.0309999999999999,0.533,0.44,0.093,0.397,0.354,0.043
Crawford, J.P.,641487,2022,603,445,0.243,0.255,-0.012,0.336,0.337,-0.001,0.306,0.315,-0.009
Arraez, Luis,650333,2022,603,507,0.316,0.288,0.028,0.42,0.408,0.012,0.35,0.333,0.0169999999999999
Frazier, Adam,624428,2022,602,478,0.238,0.262,-0.024,0.311,0.339,-0.028,0.274,0.297,-0.0229999999999999
Flores, Wilmer,527038,2022,602,429,0.229,0.233,-0.004,0.394,0.37,0.024,0.312,0.31,0.002
Tellez, Rowdy,642133,2022,599,411,0.219,0.252,-0.033,0.461,0.479,-0.0179999999999999,0.327,0.349,-0.0219999999999999
McMahon, Ryan,641857,2022,597,374,0.246,0.247,-0.001,0.414,0.423,-0.009,0.326,0.33,-0.004
Straw, Myles,664702,2022,596,454,0.221,0.236,-0.0149999999999999,0.273,0.301,-0.0279999999999999,0.257,0.275,-0.018
Martinez, J.D.,502110,2022,596,393,0.274,0.26,0.014,0.448,0.471,-0.0229999999999999,0.343,0.349,-0.0059999999999999
Varsho, Daulton,662139,2022,592,393,0.235,0.213,0.0219999999999999,0.443,0.389,0.0539999999999999,0.323,0.298,0.025
Correa, Carlos,621043,2022,590,405,0.291,0.276,0.0149999999999999,0.467,0.484,-0.0169999999999999,0.362,0.363,-0.001
Báez, Javier,595879,2022,590,411,0.238,0.23,0.0079999999999999,0.393,0.378,0.015,0.291,0.285,0.006
McNeil, Jeff,643446,2022,589,477,0.326,0.28,0.0459999999999999,0.454,0.389,0.065,0.365,0.323,0.0419999999999999
Mancini, Trey,641820,2022,587,389,0.239,0.245,-0.006,0.391,0.41,-0.0189999999999999,0.312,0.327,-0.015
Gurriel, Yuli,493329,2022,584,475,0.242,0.24,0.002,0.36,0.319,0.0409999999999999,0.285,0.271,0.0139999999999999
Farmer, Kyle,571657,2022,583,435,0.255,0.258,-0.003,0.386,0.38,0.006,0.309,0.311,-0.002
Springer, George,543807,2022,583,418,0.267,0.265,0.002,0.472,0.437,0.0349999999999999,0.352,0.342,0.0099999999999999
Kim, Ha-Seong,673490,2022,582,424,0.251,0.25,0.001,0.383,0.368,0.015,0.313,0.309,0.004
Hays, Austin,669720,2022,582,424,0.25,0.24,0.01,0.413,0.372,0.0409999999999999,0.314,0.298,0.016
Rodgers, Brendan,663898,2022,581,431,0.266,0.265,0.001,0.408,0.404,0.0039999999999999,0.321,0.326,-0.005
McCutchen, Andrew,457705,2022,580,395,0.237,0.252,-0.015,0.384,0.406,-0.022,0.309,0.325,-0.016
Smith, Will,669257,2022,578,416,0.26,0.257,0.003,0.465,0.473,-0.0079999999999999,0.349,0.352,-0.003
Blackmon, Charlie,453568,2022,577,428,0.264,0.256,0.008,0.419,0.376,0.0429999999999999,0.317,0.301,0.016
Andrus, Elvis,462101,2022,577,443,0.249,0.245,0.004,0.404,0.36,0.044,0.31,0.293,0.017
Torres, Gleyber,650402,2022,572,401,0.257,0.244,0.013,0.451,0.441,0.01,0.328,0.319,0.009
Drury, Brandon,592273,2022,568,396,0.263,0.242,0.021,0.492,0.42,0.072,0.35,0.316,0.0339999999999999
Voit, Luke,572228,2022,568,327,0.226,0.222,0.004,0.402,0.434,-0.0319999999999999,0.311,0.322,-0.011
Muncy, Max,571970,2022,565,329,0.196,0.208,-0.0119999999999999,0.384,0.417,-0.0329999999999999,0.318,0.339,-0.021
Ward, Taylor,621493,2022,564,380,0.281,0.268,0.013,0.473,0.474,-0.001,0.362,0.361,0.001
Realmuto, J.T.,592663,2022,562,390,0.276,0.275,0.001,0.478,0.463,0.0149999999999999,0.354,0.351,0.003
Alvarez, Yordan,670541,2022,561,371,0.306,0.329,-0.023,0.613,0.672,-0.059,0.427,0.462,-0.035
Rodríguez, Julio,677594,2022,560,367,0.284,0.254,0.0299999999999999,0.509,0.46,0.0489999999999999,0.366,0.337,0.0289999999999999
Hayes, Ke'Bryan,663647,2022,560,385,0.244,0.25,-0.006,0.345,0.354,-0.009,0.294,0.303,-0.009
Díaz, Yandy,650490,2022,558,414,0.296,0.288,0.008,0.423,0.424,-0.001,0.366,0.365,0.001
Peña, Jeremy,665161,2022,558,392,0.253,0.248,0.005,0.426,0.397,0.0289999999999999,0.309,0.3,0.009
Kemp, Tony,643393,2022,558,436,0.235,0.219,0.0159999999999999,0.334,0.291,0.043,0.287,0.267,0.0199999999999999
Yastrzemski, Mike,573262,2022,558,351,0.214,0.22,-0.006,0.392,0.392,0.0,0.307,0.314,-0.007
Castellanos, Nick,592206,2022,558,396,0.263,0.25,0.013,0.389,0.395,-0.006,0.304,0.302,0.002
Marte, Ketel,606466,2022,558,396,0.24,0.251,-0.011,0.407,0.377,0.0299999999999999,0.317,0.315,0.002
Giménez, Andrés,665926,2022,557,386,0.297,0.257,0.0399999999999999,0.466,0.4,0.066,0.364,0.326,0.0379999999999999
Brown, Seth,664913,2022,555,355,0.23,0.251,-0.0209999999999999,0.444,0.454,-0.01,0.323,0.338,-0.015
Vaughn, Andrew,683734,2022,555,419,0.271,0.255,0.016,0.429,0.415,0.014,0.327,0.319,0.008
Urshela, Gio,570482,2022,551,412,0.285,0.268,0.0169999999999999,0.429,0.416,0.013,0.332,0.323,0.009
Merrifield, Whit,593160,2022,550,427,0.25,0.24,0.01,0.375,0.356,0.019,0.294,0.288,0.006
Bellinger, Cody,641355,2022,550,360,0.21,0.213,-0.003,0.389,0.354,0.035,0.284,0.278,0.0059999999999999
Rizzo, Anthony,519203,2022,548,366,0.224,0.239,-0.0149999999999999,0.48,0.454,0.0259999999999999,0.352,0.349,0.003
Thomas, Lane,657041,2022,548,371,0.241,0.222,0.0189999999999999,0.404,0.357,0.047,0.308,0.286,0.022
Winker, Jesse,608385,2022,547,356,0.219,0.249,-0.03,0.344,0.403,-0.059,0.313,0.345,-0.0319999999999999
Donaldson, Josh,518626,2022,546,336,0.222,0.215,0.007,0.374,0.37,0.004,0.302,0.299,0.003
Canha, Mark,592192,2022,542,369,0.266,0.245,0.021,0.403,0.362,0.041,0.343,0.323,0.02
Escobar, Eduardo,500871,2022,542,372,0.24,0.243,-0.003,0.43,0.427,0.003,0.311,0.314,-0.003
Estrada, Thairo,642731,2022,541,405,0.26,0.246,0.014,0.4,0.352,0.048,0.317,0.299,0.018
LeMahieu, DJ,518934,2022,541,399,0.261,0.274,-0.013,0.377,0.403,-0.026,0.329,0.344,-0.0149999999999999
Kirk, Alejandro,672386,2022,541,416,0.285,0.278,0.0069999999999999,0.415,0.431,-0.016,0.347,0.351,-0.004
Grichuk, Randal,545341,2022,538,381,0.259,0.229,0.03,0.425,0.37,0.0549999999999999,0.315,0.281,0.0339999999999999
Hernández, Teoscar,606192,2022,535,347,0.267,0.265,0.002,0.491,0.501,-0.01,0.348,0.351,-0.003
Melendez, MJ,669004,2022,534,336,0.217,0.237,-0.0199999999999999,0.393,0.41,-0.0169999999999999,0.31,0.332,-0.022
Wisdom, Patrick,621550,2022,534,289,0.207,0.188,0.0189999999999999,0.426,0.38,0.0459999999999999,0.316,0.295,0.021
Mateo, Jorge,622761,2022,533,352,0.221,0.222,-0.001,0.379,0.344,0.035,0.281,0.272,0.009
Acuña Jr., Ronald,660670,2022,533,344,0.266,0.272,-0.006,0.413,0.484,-0.071,0.335,0.365,-0.0299999999999999
Turner, Justin,457759,2022,532,387,0.278,0.267,0.011,0.438,0.427,0.011,0.343,0.339,0.004
Kiner-Falefa, Isiah,643396,2022,531,419,0.261,0.262,-0.001,0.327,0.333,-0.006,0.285,0.29,-0.005
Pollock, AJ,572041,2022,527,395,0.245,0.258,-0.013,0.389,0.419,-0.0299999999999999,0.297,0.317,-0.02
Grisham, Trent,663757,2022,524,310,0.184,0.205,-0.0209999999999999,0.341,0.358,-0.0169999999999999,0.28,0.296,-0.0159999999999999
Renfroe, Hunter,592669,2022,522,358,0.255,0.24,0.015,0.492,0.438,0.0539999999999999,0.347,0.323,0.0239999999999999
Benintendi, Andrew,643217,2022,521,390,0.304,0.273,0.0309999999999999,0.399,0.407,-0.0079999999999999,0.342,0.334,0.008
Hoerner, Nico,663538,2022,517,426,0.281,0.27,0.011,0.41,0.367,0.0429999999999999,0.32,0.301,0.019
Rengifo, Luis,650859,2022,511,411,0.264,0.254,0.01,0.429,0.392,0.0369999999999999,0.314,0.296,0.018
Schoop, Jonathan,570731,2022,510,378,0.202,0.228,-0.0259999999999999,0.322,0.338,-0.016,0.245,0.268,-0.023
Rojas, Josh,668942,2022,510,355,0.269,0.239,0.03,0.391,0.361,0.03,0.326,0.305,0.021
Rojas, Miguel,500743,2022,507,414,0.236,0.264,-0.028,0.323,0.347,-0.0239999999999999,0.268,0.293,-0.0249999999999999
Ozuna, Marcell,542303,2022,507,352,0.226,0.256,-0.03,0.413,0.478,-0.065,0.298,0.337,-0.039
Cruz, Nelson,443558,2022,507,332,0.234,0.241,-0.0069999999999999,0.337,0.399,-0.062,0.292,0.32,-0.028
Aguilar, Jesús,542583,2022,507,350,0.235,0.24,-0.005,0.379,0.393,-0.014,0.288,0.298,-0.01
Santana, Carlos,467793,2022,506,345,0.202,0.253,-0.0509999999999999,0.376,0.438,-0.062,0.308,0.352,-0.0439999999999999
Marte, Starling,516782,2022,505,369,0.292,0.276,0.0159999999999999,0.468,0.428,0.04,0.355,0.336,0.0189999999999999
Dozier, Hunter,641531,2022,500,338,0.236,0.241,-0.005,0.387,0.387,0.0,0.298,0.301,-0.003
Perdomo, Geraldo,672695,2022,500,342,0.195,0.213,-0.0179999999999999,0.262,0.282,-0.0199999999999999,0.253,0.269,-0.016
Trout, Mike,545361,2022,499,300,0.283,0.265,0.0179999999999999,0.63,0.583,0.047,0.418,0.395,0.0229999999999999
Naylor, Josh,647304,2022,498,374,0.256,0.257,-0.001,0.452,0.43,0.022,0.331,0.327,0.004
Wong, Kolten,543939,2022,497,349,0.251,0.235,0.016,0.43,0.353,0.077,0.336,0.305,0.031
Gurriel Jr., Lourdes,666971,2022,493,372,0.291,0.273,0.0179999999999999,0.4,0.4,0.0,0.327,0.321,0.006
Espinal, Santiago,669289,2022,491,385,0.267,0.263,0.004,0.37,0.348,0.022,0.305,0.298,0.007
Peralta, David,444482,2022,490,331,0.251,0.249,0.002,0.415,0.399,0.0159999999999999,0.315,0.313,0.002
Carlson, Dylan,666185,2022,488,342,0.236,0.234,0.0019999999999999,0.38,0.355,0.025,0.306,0.301,0.005
Contreras, Willson,575929,2022,487,315,0.243,0.256,-0.013,0.466,0.463,0.003,0.357,0.364,-0.007
Miranda, Jose,669304,2022,483,354,0.268,0.253,0.015,0.426,0.41,0.016,0.329,0.317,0.012
Lopez, Nicky,670032,2022,480,384,0.227,0.243,-0.0159999999999999,0.273,0.312,-0.0389999999999999,0.251,0.273,-0.022
Grossman, Robbie,543257,2022,477,286,0.209,0.205,0.004,0.311,0.305,0.006,0.283,0.281,0.0019999999999999
Reyes, Franmil,614177,2022,473,284,0.221,0.203,0.0179999999999999,0.365,0.358,0.007,0.28,0.275,0.005
Perez, Salvador,521692,2022,473,339,0.254,0.245,0.009,0.465,0.473,-0.0079999999999999,0.324,0.326,-0.002
Urías, Luis,649966,2022,472,312,0.239,0.238,0.001,0.404,0.398,0.006,0.327,0.326,0.001
Odor, Rougned,596059,2022,472,321,0.207,0.207,0.0,0.357,0.339,0.0179999999999999,0.278,0.277,0.001
Miller, Owen,680911,2022,472,340,0.243,0.246,-0.003,0.351,0.341,0.0099999999999999,0.287,0.291,-0.004
Lux, Gavin,666158,2022,471,329,0.276,0.247,0.029,0.399,0.372,0.027,0.328,0.314,0.014
Sánchez, Gary,596142,2022,471,288,0.205,0.22,-0.015,0.377,0.439,-0.062,0.29,0.321,-0.031
Rutschman, Adley,668939,2022,470,315,0.254,0.248,0.006,0.445,0.411,0.034,0.354,0.342,0.0119999999999999
Cooper, Garrett,643265,2022,469,300,0.261,0.26,0.001,0.415,0.436,-0.021,0.33,0.341,-0.011
Donovan, Brendan,680977,2022,468,324,0.281,0.266,0.015,0.379,0.365,0.014,0.349,0.339,0.0099999999999999
Joe, Connor,656582,2022,467,308,0.238,0.241,-0.003,0.359,0.34,0.0189999999999999,0.314,0.311,0.003
Candelario, Jeimer,600869,2022,467,324,0.217,0.228,-0.011,0.361,0.379,-0.018,0.277,0.292,-0.0149999999999999
Iglesias, José,578428,2022,467,386,0.292,0.266,0.0259999999999999,0.38,0.323,0.0569999999999999,0.312,0.281,0.0309999999999999
Stott, Bryson,681082,2022,466,340,0.234,0.237,-0.0029999999999999,0.358,0.34,0.0179999999999999,0.289,0.284,0.005
Walls, Taylor,670764,2022,466,291,0.172,0.196,-0.024,0.285,0.304,-0.019,0.252,0.27,-0.018
Marsh, Brandon,669016,2022,461,272,0.245,0.226,0.0189999999999999,0.384,0.372,0.012,0.296,0.287,0.009
Vogelbach, Daniel,596129,2022,461,273,0.238,0.236,0.002,0.433,0.428,0.005,0.349,0.35,-0.001
Crawford, Brandon,543063,2022,458,313,0.231,0.217,0.014,0.344,0.339,0.0049999999999999,0.289,0.287,0.002
Taylor, Michael A.,572191,2022,456,310,0.254,0.223,0.031,0.357,0.358,-0.001,0.297,0.289,0.008
Walsh, Jared,665120,2022,454,285,0.215,0.221,-0.006,0.374,0.368,0.006,0.278,0.28,-0.002
Taylor, Chris,621035,2022,454,245,0.221,0.195,0.0259999999999999,0.373,0.34,0.0329999999999999,0.298,0.277,0.0209999999999999
Hicks, Aaron,543305,2022,453,278,0.216,0.218,-0.002,0.313,0.336,-0.023,0.292,0.303,-0.011
Stanton, Giancarlo,519317,2022,452,264,0.211,0.24,-0.0289999999999999,0.462,0.474,-0.0119999999999999,0.327,0.35,-0.0229999999999999
Heim, Jonah,641680,2022,450,321,0.227,0.224,0.003,0.399,0.361,0.038,0.306,0.291,0.015
Kepler, Max,596146,2022,446,326,0.227,0.266,-0.039,0.348,0.412,-0.064,0.298,0.338,-0.04
Suzuki, Seiya,673548,2022,446,290,0.262,0.247,0.015,0.433,0.418,0.015,0.334,0.326,0.008
Polanco, Jorge,593871,2022,445,284,0.235,0.248,-0.013,0.405,0.451,-0.0459999999999999,0.333,0.358,-0.0249999999999999
Urías, Ramón,602104,2022,445,312,0.248,0.25,-0.002,0.414,0.42,-0.006,0.313,0.32,-0.007
Castro, Harold,605612,2022,443,346,0.271,0.275,-0.004,0.381,0.423,-0.0419999999999999,0.297,0.316,-0.019
Gordon, Nick,624503,2022,443,309,0.272,0.261,0.011,0.427,0.464,-0.037,0.321,0.333,-0.012
Harris II, Michael,671739,2022,441,308,0.297,0.268,0.0289999999999999,0.514,0.46,0.0539999999999999,0.368,0.335,0.0329999999999999
Ramírez, Harold,623912,2022,435,335,0.3,0.28,0.0199999999999999,0.404,0.387,0.017,0.327,0.314,0.013
Pederson, Joc,592626,2022,433,284,0.274,0.266,0.008,0.521,0.502,0.019,0.373,0.367,0.006
Cabrera, Miguel,408234,2022,433,301,0.254,0.234,0.0199999999999999,0.317,0.331,-0.014,0.275,0.275,0.0
Ruiz, Keibert,660688,2022,433,347,0.251,0.277,-0.026,0.36,0.403,-0.043,0.299,0.328,-0.029
Moncada, Yoán,660162,2022,433,285,0.212,0.22,-0.008,0.353,0.375,-0.022,0.275,0.289,-0.0139999999999999
Tapia, Raimel,606132,2022,433,334,0.265,0.261,0.004,0.38,0.371,0.009,0.293,0.29,0.003
India, Jonathan,663697,2022,431,292,0.249,0.238,0.011,0.378,0.353,0.025,0.314,0.301,0.013
Chavis, Michael,656308,2022,426,279,0.229,0.217,0.012,0.389,0.336,0.0529999999999999,0.282,0.261,0.0209999999999999
Harper, Bryce,547180,2022,426,290,0.286,0.288,-0.002,0.514,0.527,-0.013,0.369,0.38,-0.011
Vázquez, Christian,543877,2022,426,332,0.274,0.262,0.012,0.399,0.375,0.024,0.312,0.301,0.011
d'Arnaud, Travis,518595,2022,426,306,0.268,0.247,0.021,0.472,0.412,0.06,0.343,0.313,0.03
Morel, Christopher,666624,2022,425,247,0.235,0.233,0.0019999999999999,0.433,0.435,-0.002,0.322,0.324,-0.002
Harrison, Josh,543281,2022,425,319,0.256,0.233,0.0229999999999999,0.37,0.335,0.0349999999999999,0.305,0.284,0.021
Calhoun, Kole,594777,2022,424,255,0.196,0.223,-0.0269999999999999,0.33,0.382,-0.0519999999999999,0.26,0.294,-0.0339999999999999
Gamel, Ben,592325,2022,423,274,0.232,0.244,-0.0119999999999999,0.369,0.372,-0.003,0.308,0.316,-0.008
Senzel, Nick,669222,2022,420,300,0.231,0.249,-0.0179999999999999,0.306,0.355,-0.0489999999999999,0.272,0.299,-0.0269999999999999
Hosmer, Eric,543333,2022,419,317,0.268,0.258,0.01,0.382,0.379,0.003,0.313,0.311,0.002
Choi, Ji Man,596847,2022,419,236,0.233,0.236,-0.0029999999999999,0.388,0.413,-0.0249999999999999,0.322,0.337,-0.015
Greene, Riley,682985,2022,418,259,0.253,0.246,0.007,0.362,0.388,-0.026,0.303,0.316,-0.013
Raleigh, Cal,663728,2022,415,253,0.211,0.216,-0.005,0.489,0.461,0.0279999999999999,0.33,0.324,0.006
Thomas, Alek,677950,2022,411,312,0.231,0.238,-0.0069999999999999,0.344,0.335,0.0089999999999999,0.272,0.277,-0.005
Sheets, Gavin,657757,2022,410,294,0.241,0.224,0.0169999999999999,0.411,0.359,0.0519999999999999,0.308,0.283,0.025
Gallo, Joey,608336,2022,410,188,0.16,0.169,-0.009,0.357,0.373,-0.016,0.286,0.295,-0.009
Daza, Yonathan,602074,2022,408,320,0.301,0.282,0.019,0.384,0.351,0.033,0.323,0.308,0.015
McCormick, Chas,676801,2022,407,254,0.245,0.232,0.0129999999999999,0.407,0.414,-0.007,0.326,0.325,0.001
Robles, Victor,645302,2022,407,277,0.224,0.203,0.0209999999999999,0.311,0.28,0.0309999999999999,0.26,0.244,0.016
Taylor, Tyrone,621438,2022,405,274,0.233,0.236,-0.0029999999999999,0.442,0.412,0.03,0.314,0.307,0.007
Torkelson, Spencer,679529,2022,404,263,0.203,0.226,-0.0229999999999999,0.319,0.378,-0.059,0.272,0.305,-0.0329999999999999
Berti, Jon,542932,2022,404,270,0.24,0.236,0.004,0.338,0.358,-0.0199999999999999,0.298,0.306,-0.008
Hernández, Enrique,571771,2022,402,294,0.222,0.238,-0.0159999999999999,0.338,0.357,-0.0189999999999999,0.28,0.297,-0.0169999999999999
Robert Jr., Luis,673357,2022,401,304,0.284,0.272,0.0119999999999999,0.426,0.449,-0.023,0.324,0.327,-0.003
Nola, Austin,543592,2022,397,297,0.251,0.256,-0.005,0.329,0.351,-0.0219999999999999,0.29,0.305,-0.015
Story, Trevor,596115,2022,396,239,0.238,0.221,0.0169999999999999,0.434,0.397,0.0369999999999999,0.316,0.301,0.015
Castro, Willi,650489,2022,392,287,0.241,0.261,-0.02,0.367,0.339,0.0279999999999999,0.285,0.29,-0.005
Franco, Maikel,596748,2022,388,299,0.229,0.243,-0.0139999999999999,0.342,0.351,-0.0089999999999999,0.261,0.272,-0.011
Ruf, Darin,573131,2022,388,232,0.204,0.219,-0.015,0.338,0.371,-0.0329999999999999,0.291,0.31,-0.019
Segura, Jean,516416,2022,387,297,0.277,0.254,0.023,0.387,0.363,0.024,0.32,0.303,0.017
Stallings, Jacob,607732,2022,384,266,0.223,0.221,0.002,0.292,0.312,-0.02,0.265,0.274,-0.009
Anderson, Brian,605119,2022,383,238,0.222,0.229,-0.007,0.346,0.379,-0.033,0.293,0.309,-0.016
Laureano, Ramón,657656,2022,383,242,0.211,0.219,-0.008,0.376,0.402,-0.026,0.294,0.307,-0.013
O'Neill, Tyler,641933,2022,383,238,0.228,0.24,-0.0119999999999999,0.392,0.423,-0.0309999999999999,0.307,0.331,-0.024
Buxton, Byron,621439,2022,382,225,0.224,0.242,-0.0179999999999999,0.526,0.509,0.017,0.356,0.358,-0.002
Gonzalez, Oscar,660757,2022,382,289,0.296,0.279,0.0169999999999999,0.461,0.422,0.039,0.339,0.32,0.019
Paredes, Isaac,670623,2022,381,266,0.205,0.21,-0.005,0.435,0.348,0.087,0.323,0.297,0.026
Díaz, Elias,553869,2022,381,272,0.228,0.222,0.006,0.368,0.339,0.0289999999999999,0.284,0.274,0.0099999999999999
García, Avisaíl,541645,2022,380,250,0.224,0.23,-0.006,0.317,0.366,-0.0489999999999999,0.258,0.281,-0.023
Maldonado, Martín,455117,2022,379,234,0.186,0.181,0.005,0.352,0.325,0.0269999999999999,0.264,0.253,0.011
Pinder, Chad,640461,2022,379,246,0.235,0.235,0.0,0.385,0.38,0.005,0.281,0.28,0.001
García, Luis,671277,2022,377,281,0.275,0.26,0.015,0.408,0.409,-0.001,0.303,0.305,-0.002
Contreras, William,661388,2022,376,232,0.278,0.243,0.035,0.506,0.479,0.027,0.37,0.347,0.023
Grandal, Yasmani,518735,2022,376,250,0.202,0.217,-0.0149999999999999,0.269,0.319,-0.0499999999999999,0.263,0.29,-0.0269999999999999
Votto, Joey,458015,2022,376,225,0.205,0.218,-0.013,0.37,0.39,-0.02,0.31,0.322,-0.012
Stassi, Max,545358,2022,375,223,0.18,0.18,0.0,0.303,0.325,-0.022,0.258,0.266,-0.008
Suwinski, Jack,669261,2022,372,213,0.202,0.204,-0.0019999999999999,0.411,0.393,0.0179999999999999,0.311,0.307,0.004
Wendle, Joey,621563,2022,371,301,0.259,0.25,0.009,0.36,0.331,0.0289999999999999,0.289,0.276,0.0129999999999999
Ortega, Rafael,542364,2022,371,250,0.241,0.241,0.0,0.358,0.346,0.012,0.305,0.307,-0.002
Bradley Jr., Jackie,598265,2022,370,269,0.203,0.223,-0.0199999999999999,0.311,0.33,-0.019,0.252,0.268,-0.016
Davis, J.D.,605204,2022,365,198,0.248,0.245,0.003,0.418,0.472,-0.0539999999999999,0.333,0.353,-0.0199999999999999
Margot, Manuel,622534,2022,363,269,0.274,0.264,0.01,0.375,0.357,0.018,0.308,0.299,0.009
Cruz, Oneil,665833,2022,361,206,0.233,0.223,0.01,0.45,0.41,0.04,0.32,0.304,0.016
Rivera, Emmanuel,656896,2022,359,248,0.233,0.238,-0.0049999999999999,0.409,0.41,-0.001,0.306,0.31,-0.004
Vierling, Matt,663837,2022,357,261,0.246,0.275,-0.029,0.351,0.404,-0.053,0.285,0.324,-0.039
De La Cruz, Bryan,650559,2022,355,243,0.252,0.287,-0.0349999999999999,0.432,0.498,-0.066,0.313,0.355,-0.0419999999999999
Kelly, Carson,608348,2022,354,250,0.211,0.225,-0.014,0.334,0.345,-0.0109999999999999,0.275,0.288,-0.0129999999999999
McCarthy, Jake,664983,2022,354,249,0.283,0.249,0.0339999999999999,0.427,0.357,0.07,0.337,0.298,0.039
Dalbec, Bobby,666915,2022,353,203,0.215,0.216,-0.001,0.369,0.379,-0.01,0.287,0.296,-0.009
Trevino, Jose,624431,2022,353,274,0.248,0.239,0.009,0.388,0.364,0.024,0.293,0.281,0.0119999999999999
Toro, Abraham,647351,2022,352,263,0.185,0.226,-0.041,0.324,0.372,-0.0479999999999999,0.246,0.284,-0.0379999999999999
Pujols, Albert,405395,2022,351,258,0.27,0.262,0.008,0.55,0.499,0.051,0.38,0.365,0.015
Anderson, Tim,641313,2022,351,277,0.301,0.302,-0.001,0.395,0.438,-0.0429999999999999,0.323,0.34,-0.017
Haase, Eric,606992,2022,351,229,0.254,0.239,0.015,0.443,0.399,0.0439999999999999,0.322,0.302,0.02
González, Luis,670768,2022,350,241,0.251,0.215,0.036,0.357,0.306,0.0509999999999999,0.299,0.268,0.0309999999999999
Velazquez, Andrew,623205,2022,349,212,0.196,0.202,-0.006,0.304,0.312,-0.008,0.239,0.246,-0.007
Celestino, Gilberto,665482,2022,347,236,0.238,0.219,0.0189999999999999,0.302,0.294,0.008,0.28,0.27,0.01
Nootbaar, Lars,663457,2022,347,224,0.228,0.247,-0.0189999999999999,0.448,0.414,0.034,0.342,0.346,-0.0039999999999999
Franco, Wander,677551,2022,344,285,0.277,0.285,-0.0079999999999999,0.417,0.408,0.009,0.323,0.331,-0.008
Sánchez, Jesús,660821,2022,343,222,0.214,0.222,-0.008,0.403,0.379,0.024,0.298,0.295,0.003
Taveras, Leody,665750,2022,341,230,0.261,0.226,0.035,0.366,0.318,0.0479999999999999,0.297,0.267,0.0299999999999999
Hedges, Austin,595978,2022,338,229,0.163,0.18,-0.0169999999999999,0.248,0.261,-0.013,0.225,0.238,-0.0129999999999999
Reyes, Victor,622682,2022,336,242,0.254,0.261,-0.007,0.362,0.368,-0.006,0.284,0.292,-0.008
Guillorme, Luis,641645,2022,335,253,0.273,0.255,0.018,0.34,0.335,0.005,0.311,0.302,0.009
Naquin, Tyler,571980,2022,334,218,0.229,0.247,-0.0179999999999999,0.423,0.433,-0.01,0.303,0.317,-0.014
Bethancourt, Christian,542194,2022,333,239,0.252,0.255,-0.003,0.409,0.449,-0.04,0.301,0.318,-0.017
